Severity	Code	Description	Project	File	Line	Suppression State
Error	BC30390	'producciones.Private Function GetDbContext() As CentrexDbContext' is not accessible in this context because it is 'Private'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\generales.vb	248	Active
Error	BC30390	'producciones.Private Function GetDbContext() As CentrexDbContext' is not accessible in this context because it is 'Private'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\generales.vb	279	Active
Error	BC30390	'producciones.Private Function GetDbContext() As CentrexDbContext' is not accessible in this context because it is 'Private'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\generales.vb	323	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\generales.vb	324	Active
Error	BC30390	'producciones.Private Function GetDbContext() As CentrexDbContext' is not accessible in this context because it is 'Private'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\generales.vb	476	Active
Error	BC30456	'TempPedidosItems' is not a member of 'CentrexDbContext'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\generales.vb	840	Active
Error	BC32023	Expression is of type '?', which is not a collection type.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\generales.vb	841	Active
Error	BC30390	'producciones.Private Function GetDbContext() As CentrexDbContext' is not accessible in this context because it is 'Private'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\generales.vb	863	Active
Error	BC30390	'producciones.Private Function GetDbContext() As CentrexDbContext' is not accessible in this context because it is 'Private'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\generales.vb	886	Active
Error	BC30390	'producciones.Private Function GetDbContext() As CentrexDbContext' is not accessible in this context because it is 'Private'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\generales.vb	910	Active
Error	BC30390	'producciones.Private Function GetDbContext() As CentrexDbContext' is not accessible in this context because it is 'Private'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\generales.vb	971	Active
Error	BC30451	'basedb' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\Busqueda\info_fc.vb	4	Active
Error	BC30451	'Consultar_Comprobante' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\Busqueda\info_fc.vb	22	Active
Error	BC30456	'TempPedidosItems' is not a member of 'CentrexDbContext'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\items.vb	41	Active
Error	BC30390	'producciones.Private Function GetDbContext() As CentrexDbContext' is not accessible in this context because it is 'Private'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\itemsImpuestos.vb	9	Active
Error	BC30390	'producciones.Private Function GetDbContext() As CentrexDbContext' is not accessible in this context because it is 'Private'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\itemsImpuestos.vb	28	Active
Error	BC30390	'producciones.Private Function GetDbContext() As CentrexDbContext' is not accessible in this context because it is 'Private'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\itemsImpuestos.vb	47	Active
Error	BC30390	'producciones.Private Function GetDbContext() As CentrexDbContext' is not accessible in this context because it is 'Private'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\itemsImpuestos.vb	80	Active
Error	BC30451	'pc' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	39	Active
Error	BC30451	'comprobantePresupuesto_default' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	45	Active
Error	BC30451	'id_comprobante_default' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	46	Active
Error	BC30451	'id_tipoDocumento_default' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	47	Active
Error	BC30451	'id_tipoComprobante_default' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	48	Active
Error	BC30451	'id_cliente_pedido_default' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	49	Active
Error	BC30451	'id_pais_default' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	50	Active
Error	BC30451	'id_provincia_default' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	51	Active
Error	BC30451	'id_marca_default' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	52	Active
Error	BC30451	'id_proveedor_default' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	53	Active
Error	BC30451	'cuit_emisor_default' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	55	Active
Error	BC30451	'id_condicion_compra_default' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	56	Active
Error	BC30451	'STR_COMPROBANTES_CONTABLES' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	57	Active
Error	BC30451	'versiondb' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	60	Active
Error	BC30451	'pc' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	62	Active
Error	BC30451	'pc' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	62	Active
Error	BC30451	'pc' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	62	Active
Error	BC30451	'pc' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	62	Active
Error	BC30451	'depuracion' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	63	Active
Error	BC30451	'depuracion' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	66	Active
Error	BC30451	'serversql' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	69	Active
Error	BC30451	'depuracion' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	75	Active
Error	BC30451	'pc' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	79	Active
Error	BC30451	'pc' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	81	Active
Error	BC30451	'serversql' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	82	Active
Error	BC30451	'serversql' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	86	Active
Error	BC30451	'basedb' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	86	Active
Error	BC30451	'usuariodb' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	86	Active
Error	BC30451	'passdb' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	86	Active
Error	BC30451	'configuracion_regional' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	92	Active
Error	BC30451	'modificacionesDB' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	95	Active
Error	BC30451	'pc' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	95	Active
Error	BC30451	'pc' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	101	Active
Error	BC30451	'depuracion' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	101	Active
Error	BC30451	'basedb' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	127	Active
Error	BC30451	'basedb' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	135	Active
Error	BC30451	'pc' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	145	Active
Error	BC30451	'pc' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	145	Active
Error	BC30451	'depuracion' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	145	Active
Error	BC30451	'usuario_logueado' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	148	Active
Error	BC30451	'usuario_logueado' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	150	Active
Error	BC30562	'borrarTmpProduccion' is ambiguous between declarations in Modules 'Centrex.generales, Centrex.producciones'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	154	Active
Error	BC30451	'usuario_logueado' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	154	Active
Error	BC30451	'usuario_logueado' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	155	Active
Error	BC30451	'frmCambios' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	175	Active
Error	BC30451	'serversql' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	186	Active
Error	BC30451	'basedb' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	186	Active
Error	BC30451	'versiondb' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	186	Active
Error	BC30451	'usuario_logueado' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	187	Active
Error	BC30451	'tabla_vieja' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	225	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	225	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	226	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	251	Active
Error	BC30451	'basedb' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	289	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	289	Active
Error	BC30451	'tabla_vieja' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	289	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	290	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	292	Active
Error	BC30451	'basedb' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	321	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	321	Active
Error	BC30451	'tabla_vieja' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	321	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	327	Active
Error	BC30451	'borrado' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	414	Active
Error	BC30451	'borrado' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	416	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	436	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	441	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	443	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	453	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	460	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	469	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	473	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	473	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	476	Active
Error	BC30451	'activo' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	489	Active
Error	BC30451	'activo' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	490	Active
Error	BC30451	'activo' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	492	Active
Error	BC30451	'activo' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	494	Active
Error	BC30311	Value of type 'pedido' cannot be converted to 'Integer'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	504	Active
Error	BC30057	Too many arguments to 'Public Function CerrarPedido(idPedido As Integer) As Boolean'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	504	Active
Error	BC30311	Value of type 'ItemEntity' cannot be converted to 'item'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	530	Active
Error	BC30311	Value of type 'item' cannot be converted to 'ItemEntity'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	538	Active
Error	BC30451	'showrpt' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	543	Active
Error	BC30451	'edicion' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	557	Active
Error	BC30451	'edita_pedido' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	558	Active
Error	BC30451	'usuario_logueado' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	559	Active
Error	BC30451	'edicion' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	563	Active
Error	BC30451	'pc' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	590	Active
Error	BC30451	'pc' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	590	Active
Error	BC30451	'pc' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	590	Active
Error	BC30451	'depuracion' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	590	Active
Error	BC30451	'modificacionesDB' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	597	Active
Error	BC30451	'borrado' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	610	Active
Error	BC30451	'edicion' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	610	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	615	Active
Error	BC30451	'borrado' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	768	Active
Error	BC30451	'edicion' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	768	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	770	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	772	Active
Error	BC30451	'activo' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	772	Active
Error	BC30451	'depuracion' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	779	Active
Error	BC30451	'depuracion' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	782	Active
Error	BC30390	'producciones.Private Function GetDbContext() As CentrexDbContext' is not accessible in this context because it is 'Private'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	806	Active
Error	BC30451	'itXPage' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	915	Active
Error	BC30451	'itXPage' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	916	Active
Error	BC30451	'itXPage' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	923	Active
Error	BC30451	'itXPage' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	936	Active
Error	BC30451	'itXPage' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	943	Active
Error	BC30455	Argument not specified for parameter 'idUsuarioActual' of 'Public Function DuplicarPedido(idPedido As Integer, idUsuarioActual As Integer) As Boolean'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	1006	Active
Error	BC30451	'edita_pedido' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	1010	Active
Error	BC30451	'edita_pedido' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	1011	Active
Error	BC30451	'usuario_logueado' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	1011	Active
Error	BC30451	'edicion' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	1012	Active
Error	BC30451	'edicion' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	1016	Active
Error	BC30451	'tabla' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\Formularios\main.vb	1029	Active
Error	BC30456	'Where' is not a member of 'DbSet(Of TmpOrdenCompraItemEntity)'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	150	Active
Error	BC32023	Expression is of type '?', which is not a collection type.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	153	Active
Error	BC30002	Type 'TmpOrdenCompraItemEntity' is not defined.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	188	Active
Error	BC30456	'FirstOrDefault' is not a member of 'DbSet(Of TmpOrdenCompraItemEntity)'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	199	Active
Error	BC30456	'Where' is not a member of 'DbSet(Of TmpOrdenCompraItemEntity)'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	232	Active
Error	BC32023	Expression is of type '?', which is not a collection type.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	236	Active
Error	BC36604	Late binding operations cannot be converted to an expression tree.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	242	Active
Error	BC36604	Late binding operations cannot be converted to an expression tree.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	242	Active
Error	BC30456	'Where' is not a member of 'DbSet(Of TmpOrdenCompraItemEntity)'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	269	Active
Error	BC32023	Expression is of type '?', which is not a collection type.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	273	Active
Error	BC36604	Late binding operations cannot be converted to an expression tree.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	276	Active
Error	BC36604	Late binding operations cannot be converted to an expression tree.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	276	Active
Error	BC30002	Type 'TmpOrdenCompraItemEntity' is not defined.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	304	Active
Error	BC30456	'Where' is not a member of 'IQueryable'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	335	Active
Error	BC30456	'Where' is not a member of 'IQueryable'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	338	Active
Error	BC30456	'Where' is not a member of 'IQueryable'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	342	Active
Error	BC30456	'FirstOrDefault' is not a member of 'IQueryable'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	345	Active
Error	BC30456	'Where' is not a member of 'IQueryable'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	367	Active
Error	BC30456	'Where' is not a member of 'IQueryable'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	370	Active
Error	BC30456	'Where' is not a member of 'IQueryable'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	374	Active
Error	BC30456	'FirstOrDefault' is not a member of 'IQueryable'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	377	Active
Error	BC30451	'showrpt' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	394	Active
Error	BC30451	'id' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	395	Active
Error	BC30451	'id' is not declared. It may be inaccessible due to its protection level.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	396	Active
Error	BC30456	'Where' is not a member of 'DbSet(Of TmpOrdenCompraItemEntity)'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	408	Active
Error	BC32023	Expression is of type '?', which is not a collection type.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	418	Active
Error	BC32023	Expression is of type '?', which is not a collection type.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	427	Active
Error	BC32023	Expression is of type '?', which is not a collection type.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	450	Active
Error	BC36604	Late binding operations cannot be converted to an expression tree.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	458	Active
Error	BC36604	Late binding operations cannot be converted to an expression tree.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	458	Active
Error	BC30456	'FirstOrDefault' is not a member of 'DbSet(Of TmpOrdenCompraItemEntity)'.	Centrex	S:\Users\Javi\Desktop\Centrex 2.0 - copia\funciones\ordenesCompras.vb	491	Active
